Vulnerabilities,Artifacts,VUL_Functions
CVE-2016-2510,org.apache-extras.beanshell:bsh:2.0b5,"bsh.XThis$Handler:invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[]);bsh.XThis:getInterface(java.lang.Class);bsh.XThis:<init>(bsh.NameSpace,bsh.Interpreter);bsh.XThis:getInterface(java.lang.Class[]);bsh.XThis$Handler:invokeImpl(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])"
CVE-2016-4977,org.springframework.security.oauth:spring-security-oauth2:2.0.7.RELEASE,"org.springframework.security.oauth2.provider.endpoint.SpelView:render(java.util.Map,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.springframework.security.oauth2.provider.endpoint.SpelView:<init>(java.lang.String)"
CVE-2011-2481,org.apache.tomcat:tomcat-catalina:7.0.8,"org.apache.catalina.startup.ContextConfig:createWebXmlDigester(boolean,boolean);org.apache.catalina.startup.ContextConfig:init();org.apache.catalina.startup.ContextConfig:configureStart();org.apache.catalina.startup.TldConfig:createTldDigester(boolean,boolean)"
CVE-2021-20218,io.fabric8:kubernetes-client:4.13.0,"io.fabric8.kubernetes.client.dsl.internal.core.v1.PodOperationsImpl:copyDir(java.lang.String,java.io.File)"
CVE-2021-22569,com.google.protobuf:protobuf-java:3.19.1,"com.google.protobuf.UnknownFieldSet$Builder:hasField(int);com.google.protobuf.UnknownFieldSet$Builder:mergeLengthDelimitedField(int,com.google.protobuf.ByteString);com.google.protobuf.UnknownFieldSet$Field:toByteString(int);com.google.protobuf.UnknownFieldSet$Builder:create();com.google.protobuf.UnknownFieldSet:toByteArray();com.google.protobuf.UnknownFieldSet:<init>();com.google.protobuf.UnknownFieldSet:parseFrom(byte[]);com.google.protobuf.UnknownFieldSet$Builder:mergeFrom(java.io.InputStream);com.google.protobuf.UnknownFieldSet:hashCode();com.google.protobuf.UnknownFieldSet$Builder:getFieldBuilder(int);com.google.protobuf.UnknownFieldSet$Builder:mergeFrom(com.google.protobuf.CodedInputStream);com.google.protobuf.UnknownFieldSet$Builder:clearField(int);com.google.protobuf.UnknownFieldSet:writeDelimitedTo(java.io.OutputStream);com.google.protobuf.UnknownFieldSet:parseFrom(com.google.protobuf.CodedInputStream);com.google.protobuf.UnknownFieldSet$Field:newBuilder(com.google.protobuf.UnknownFieldSet$Field);com.google.protobuf.UnknownFieldSet$Builder:mergeField(int,com.google.protobuf.UnknownFieldSet$Field);com.google.protobuf.UnknownFieldSet:writeTo(java.io.OutputStream);com.google.protobuf.UnknownFieldSet:getSerializedSizeAsMessageSet();com.google.protobuf.UnknownFieldSet$Field:equals(java.lang.Object);com.google.protobuf.UnknownFieldSet$Builder:mergeFrom(byte[],int,int);com.google.protobuf.UnknownFieldSet:writeTo(com.google.protobuf.CodedOutputStream);com.google.protobuf.UnknownFieldSet$Builder:mergeFrom(com.google.protobuf.ByteString);com.google.protobuf.UnknownFieldSet:writeTo(com.google.protobuf.Writer);com.google.protobuf.UnknownFieldSet$Builder:mergeDelimitedFrom(java.io.InputStream);com.google.protobuf.UnknownFieldSet:writeAsMessageSetTo(com.google.protobuf.Writer);com.google.protobuf.UnknownFieldSet$Builder:build();com.google.protobuf.UnknownFieldSet$Builder:asMap();com.google.protobuf.UnknownFieldSet$Field:getSerializedSizeAsMessageSetExtension(int);com.google.protobuf.UnknownFieldSet:asMap();com.google.protobuf.UnknownFieldSet:<init>(java.util.Map,java.util.Map);com.google.protobuf.UnknownFieldSet:writeAsMessageSetTo(com.google.protobuf.CodedOutputStream);com.google.protobuf.UnknownFieldSet$Builder:addField(int,com.google.protobuf.UnknownFieldSet$Field);com.google.protobuf.UnknownFieldSet:getSerializedSize();com.google.protobuf.UnknownFieldSet$Builder:mergeFrom(byte[]);com.google.protobuf.UnknownFieldSet:equals(java.lang.Object);com.google.protobuf.UnknownFieldSet$Field:writeTo(int,com.google.protobuf.Writer);com.google.protobuf.UnknownFieldSet$Field:writeAsMessageSetExtensionTo(int,com.google.protobuf.CodedOutputStream);com.google.protobuf.UnknownFieldSet:parseFrom(java.io.InputStream);com.google.protobuf.UnknownFieldSet:parseFrom(com.google.protobuf.ByteString);com.google.protobuf.UnknownFieldSet$Field:writeAsMessageSetExtensionTo(int,com.google.protobuf.Writer);com.google.protobuf.UnknownFieldSet$Field:getSerializedSize(int);com.google.protobuf.UnknownFieldSet$Builder:mergeFieldFrom(int,com.google.protobuf.CodedInputStream);com.google.protobuf.UnknownFieldSet$Builder:clone();com.google.protobuf.UnknownFieldSet:getField(int);com.google.protobuf.UnknownFieldSet:toByteString();com.google.protobuf.UnknownFieldSet$Builder:reinitialize();com.google.protobuf.UnknownFieldSet:hasField(int);com.google.protobuf.UnknownFieldSet$Builder:mergeVarintField(int,int);com.google.protobuf.UnknownFieldSet$Builder:clear();com.google.protobuf.UnknownFieldSet$Field:writeTo(int,com.google.protobuf.CodedOutputStream);com.google.protobuf.UnknownFieldSet:newBuilder(com.google.protobuf.UnknownFieldSet);com.google.protobuf.UnknownFieldSet$Builder:mergeFrom(com.google.protobuf.UnknownFieldSet)"
CVE-2017-3589,mysql:mysql-connector-java:5.1.38,"com.mysql.jdbc.ConnectionImpl:prepareStatement(java.lang.String,int,int);com.mysql.jdbc.ConnectionImpl:decachePreparedStatement(com.mysql.jdbc.ServerPreparedStatement);com.mysql.jdbc.ConnectionImpl:recachePreparedStatement(com.mysql.jdbc.ServerPreparedStatement)"
CVE-2011-5064,tomcat:catalina:5.5.23,"org.apache.catalina.authenticator.DigestAuthenticator:authenticate(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response,org.apache.catalina.deploy.LoginConfig);org.apache.catalina.realm.RealmBase:authenticate(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:findPrincipal(org.apache.catalina.connector.Request,java.lang.String,org.apache.catalina.Realm);org.apache.catalina.authenticator.DigestAuthenticator:parseUsername(java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:generateNOnce(org.apache.catalina.connector.Request);org.apache.catalina.authenticator.DigestAuthenticator:setAuthenticateHeader(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response,org.apache.catalina.deploy.LoginConfig,java.lang.String)"
CVE-2020-7226,org.cryptacular:cryptacular:1.2.3,"org.cryptacular.bean.AbstractBlockCipherBean:process(org.cryptacular.CiphertextHeader,boolean,byte[]);org.cryptacular.util.CipherUtil:encrypt(org.bouncycastle.crypto.BlockCipher,javax.crypto.SecretKey,org.cryptacular.generator.Nonce,byte[]);org.cryptacular.CiphertextHeader:<init>(byte[],java.lang.String);org.cryptacular.util.CipherUtil:encrypt(org.bouncycastle.crypto.modes.AEADBlockCipher,javax.crypto.SecretKey,org.cryptacular.generator.Nonce,byte[]);org.cryptacular.util.CipherUtil:decrypt(org.bouncycastle.crypto.BlockCipher,javax.crypto.SecretKey,java.io.InputStream,java.io.OutputStream);org.cryptacular.bean.AbstractCipherBean:encrypt(byte[]);org.cryptacular.bean.AbstractCipherBean:decrypt(java.io.InputStream,java.io.OutputStream);org.cryptacular.bean.AbstractCipherBean:decrypt(byte[]);org.cryptacular.CiphertextHeader:decode(byte[]);org.cryptacular.bean.AbstractBlockCipherBean:process(org.cryptacular.CiphertextHeader,boolean,java.io.InputStream,java.io.OutputStream);org.cryptacular.util.CipherUtil:decrypt(org.bouncycastle.crypto.modes.AEADBlockCipher,javax.crypto.SecretKey,byte[]);org.cryptacular.util.CipherUtil:decrypt(org.bouncycastle.crypto.modes.AEADBlockCipher,javax.crypto.SecretKey,java.io.InputStream,java.io.OutputStream);org.cryptacular.util.CipherUtil:encrypt(org.bouncycastle.crypto.BlockCipher,javax.crypto.SecretKey,org.cryptacular.generator.Nonce,java.io.InputStream,java.io.OutputStream);org.cryptacular.util.CipherUtil:encrypt(org.bouncycastle.crypto.modes.AEADBlockCipher,javax.crypto.SecretKey,org.cryptacular.generator.Nonce,java.io.InputStream,java.io.OutputStream);org.cryptacular.CiphertextHeader:decode(java.io.InputStream);org.cryptacular.bean.AbstractCipherBean:encrypt(java.io.InputStream,java.io.OutputStream);org.cryptacular.util.CipherUtil:decrypt(org.bouncycastle.crypto.BlockCipher,javax.crypto.SecretKey,byte[])"
CVE-2016-5001,org.apache.hadoop:hadoop-hdfs:2.6.0,"org.apache.hadoop.hdfs.server.datanode.DNConf:<init>(org.apache.hadoop.conf.Configuration);org.apache.hadoop.hdfs.server.datanode.DataXceiver:copyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token);org.apache.hadoop.hdfs.server.datanode.DataXceiver:transferBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[]);org.apache.hadoop.hdfs.server.datanode.DataXceiver:writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean);org.apache.hadoop.hdfs.server.datanode.DataNode:checkReadAccess(org.apache.hadoop.hdfs.protocol.ExtendedBlock);org.apache.hadoop.hdfs.server.datanode.DataXceiver:blockChecksum(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token);org.apache.hadoop.hdfs.server.datanode.DataXceiver:checkAccess(java.io.OutputStream,boolean,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.datatransfer.Op,org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager$AccessMode);org.apache.hadoop.hdfs.server.datanode.DataNode:getDNRegistrationForBP(java.lang.String);org.apache.hadoop.hdfs.server.datanode.DataXceiver:readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy);org.apache.hadoop.hdfs.DFSInputStream:readBlockLength(org.apache.hadoop.hdfs.protocol.LocatedBlock);org.apache.hadoop.hdfs.server.datanode.DataNode:requestShortCircuitFdsForRead(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,int);org.apache.hadoop.hdfs.server.datanode.DataXceiver:replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)"
CVE-2016-0793,org.wildfly:wildfly-undertow:10.0.0.Final,"org.wildfly.extension.undertow.deployment.ServletResourceManager:<init>(org.jboss.vfs.VirtualFile,java.util.Collection,boolean,boolean)"
CVE-2021-44878,org.pac4j:pac4j-oidc:3.6.1,org.pac4j.oidc.profile.creator.TokenValidator:<init>(org.pac4j.oidc.config.OidcConfiguration);org.pac4j.oidc.config.OidcConfiguration:toString();org.pac4j.oidc.credentials.authenticator.UserInfoOidcAuthenticator:fetchOidcProfile(com.nimbusds.oauth2.sdk.token.BearerAccessToken)
CVE-2014-4172,org.jasig.cas.client:cas-client-core:3.2.1,"org.jasig.cas.client.validation.Cas20ServiceTicketValidator:populateUrlAttributeMap(java.util.Map);org.jasig.cas.client.validation.AbstractUrlBasedTicketValidator:constructValidationUrl(java.lang.String,java.lang.String)"
CVE-2019-12399,org.apache.kafka:connect-runtime:2.3.0,"org.apache.kafka.connect.runtime.AbstractHerder:keysWithVariableValues(java.util.Map,java.util.regex.Pattern)"
CVE-2011-4461,org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,"org.eclipse.jetty.servlets.MultiPartFilter:init(javax.servlet.FilterConfig);org.eclipse.jetty.servlets.MultiPartFilter:doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)"
CVE-2018-1000822,org.codelibs.fess:fess:12.2.0,org.codelibs.fess.util.GsaConfigParser:parse(org.xml.sax.InputSource)
CVE-2021-29451,com.manydesigns:portofino-core:5.2.0,com.manydesigns.portofino.shiro.AbstractPortofinoRealm:extractPrincipalFromWebToken(io.jsonwebtoken.Jwt);com.manydesigns.portofino.shiro.AbstractPortofinoRealm:loadAuthenticationInfo(com.manydesigns.portofino.shiro.JSONWebToken)
CVE-2021-27906,org.apache.pdfbox:pdfbox:2.0.12,org.apache.pdfbox.cos.COSArray:indexOf(org.apache.pdfbox.cos.COSBase)
CVE-2017-15695,org.apache.geode:geode-core:1.2.1,org.apache.geode.management.internal.cli.functions.CloseDurableClientFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:optimizeForWrite();org.apache.geode.management.internal.cli.functions.MemberRegionFunction:isHA();org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:hasResult();org.apache.geode.security.ResourcePermission:<init>();org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:isHA();org.apache.geode.management.internal.configuration.functions.RecreateCacheFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.GetMemberConfigInformationFunction:getId();org.apache.geode.management.internal.cli.functions.CloseDurableCqFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:getId();org.apache.geode.management.internal.cli.functions.GetRegionDescriptionFunction:getId();org.apache.geode.management.internal.cli.functions.MemberRegionFunction:optimizeForWrite();org.apache.geode.management.internal.cli.functions.FetchSharedConfigurationStatusFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.GetSubscriptionQueueSizeFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MemberRegionFunction:hasResult();org.apache.geode.management.internal.cli.functions.MemberRegionFunction:getId();org.apache.geode.management.internal.cli.functions.CreateAsyncEventQueueFunction:getId();org.apache.geode.internal.cache.execute.util.FindRestEnabledServersFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MemberRegionFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.security.ResourcePermission:getOperation();org.apache.geode.management.internal.cli.functions.GetRegionsFunction:getId();org.apache.geode.management.internal.cli.functions.UserFunctionExecution:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.security.ResourcePermission:toString()
CVE-2013-4316,org.apache.struts:struts2-core:2.1.8.1,"org.apache.struts2.dispatcher.mapper.DefaultActionMapper:handleSpecialParameters(javax.servlet.http.HttpServletRequest,org.apache.struts2.dispatcher.mapper.ActionMapping);org.apache.struts2.dispatcher.mapper.DefaultActionMapper:<init>();org.apache.struts2.dispatcher.mapper.DefaultActionMapper:setAllowDynamicMethodCalls(java.lang.String)"
CVE-2021-43797,io.netty:netty-codec-http:4.1.63.Final,"io.netty.handler.codec.http.HttpObjectDecoder:splitHeader(io.netty.util.internal.AppendableCharSequence);io.netty.handler.codec.http.DefaultHttpHeaders:validateHeaderNameElement(char);io.netty.handler.codec.http.HttpObjectDecoder:findNonWhitespace(io.netty.util.internal.AppendableCharSequence,int,boolean);io.netty.handler.codec.http.DefaultHttpHeaders:validateHeaderNameElement(byte)"
CVE-2020-17516,org.apache.cassandra:cassandra-all:3.11.3,org.apache.cassandra.net.IncomingStreamingConnection:run();org.apache.cassandra.net.OutboundTcpConnectionPool:isEncryptedChannel(java.net.InetAddress);org.apache.cassandra.net.IncomingTcpConnection:receiveMessages();org.apache.cassandra.net.OutboundTcpConnectionPool:newSocket(java.net.InetAddress)
CVE-2019-0201,org.apache.zookeeper:zookeeper:3.4.6,org.apache.zookeeper.server.FinalRequestProcessor:processRequest(org.apache.zookeeper.server.Request)
CVE-2019-3802,org.springframework.data:spring-data-jpa:1.10.2.RELEASE,"org.springframework.data.jpa.repository.support.SimpleJpaRepository$ExampleSpecification:<init>(org.springframework.data.domain.Example);org.springframework.data.jpa.convert.QueryByExamplePredicateBuilder:getPredicate(javax.persistence.criteria.Root,javax.persistence.criteria.CriteriaBuilder,org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findOne(org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:exists(org.springframework.data.domain.Example);org.springframework.data.jpa.convert.QueryByExamplePredicateBuilder:getPredicates(java.lang.String,javax.persistence.criteria.CriteriaBuilder,javax.persistence.criteria.Path,javax.persistence.metamodel.ManagedType,java.lang.Object,java.lang.Class,org.springframework.data.repository.core.support.ExampleMatcherAccessor,org.springframework.data.jpa.convert.QueryByExamplePredicateBuilder$PathNode);org.springframework.data.jpa.repository.support.SimpleJpaRepository$ExampleSpecification:toPredicate(javax.persistence.criteria.Root,javax.persistence.criteria.CriteriaQuery,javax.persistence.criteria.CriteriaBuilder);org.springframework.data.jpa.repository.support.JpaRepositoryFactory:getTargetRepository(org.springframework.data.repository.core.RepositoryInformation);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findAll(org.springframework.data.domain.Example,org.springframework.data.domain.Pageable);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findAll(org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:count(org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findAll(org.springframework.data.domain.Example,org.springframework.data.domain.Sort)"
CVE-2016-1000339,org.bouncycastle:bcprov-jdk15on:1.54,"org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(java.math.BigInteger,javax.crypto.spec.DHParameterSpec);org.bouncycastle.jcajce.provider.symmetric.AES$CFB:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA256AESCBC256:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$AESCMAC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$Poly1305:<init>();org.bouncycastle.crypto.engines.AESEngine:decryptBlock(int[][]);org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(javax.crypto.interfaces.DHPublicKey);org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(org.bouncycastle.crypto.params.DHPublicKeyParameters);org.bouncycastle.crypto.engines.AESEngine:encryptBlock(int[][]);org.bouncycastle.jcajce.provider.symmetric.AES$RFC3211Wrap:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(javax.crypto.spec.DHPublicKeySpec);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA1AESCBC192:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(org.bouncycastle.asn1.x509.SubjectPublicKeyInfo);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA1AESCBC256:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA256AESCBC192:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.KeyFactorySpi:engineGeneratePublic(java.security.spec.KeySpec);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA256AESCBC128:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$OFB:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$AESGMAC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA1AESCBC128:<init>();org.bouncycastle.jcajce.provider.asymmetric.util.DHUtil:generatePublicKeyParameter(java.security.PublicKey);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithAESCBC:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithAESCBC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$CCM:<init>();org.bouncycastle.crypto.engines.AESEngine:init(boolean,org.bouncycastle.crypto.CipherParameters);org.bouncycastle.jcajce.provider.symmetric.AES$CBC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$GCM:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$RFC5649Wrap:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$ECB:<init>()"
CVE-2011-0013,org.apache.tomcat:tomcat-catalina:7.0.0,"org.apache.catalina.manager.StatusTransformer:writeContext(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeWrapper(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeContext(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeWrapper(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeDetailedState(java.io.PrintWriter,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeDetailedState(java.io.PrintWriter,javax.management.MBeanServer,int);org.apache.catalina.manager.HTMLManagerServlet:list(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)"
CVE-2011-1498,org.apache.httpcomponents:httpclient:4.0.1,"org.apache.http.client.protocol.RequestProxyAuthentication:process(org.apache.http.HttpRequest,org.apache.http.protocol.HttpContext)"
CVE-2020-10686,org.keycloak:keycloak-services:8.0.1,"org.keycloak.services.resources.admin.UserResource:moveCredentialAfter(java.lang.String,java.lang.String);org.keycloak.services.resources.admin.UserResource:setCredentialUserLabel(java.lang.String,java.lang.String);org.keycloak.services.resources.admin.UserResource:removeCredential(java.lang.String)"
CVE-2018-9116,com.github.tomakehurst:wiremock:2.6.0,com.github.tomakehurst.wiremock.extension.responsetemplating.ResponseTemplateTransformer:getName();com.github.tomakehurst.wiremock.common.Xml:read(java.lang.String);com.github.tomakehurst.wiremock.matching.EqualToXmlPattern:match(java.lang.String);com.github.tomakehurst.wiremock.matching.EqualToXmlPattern$SkipResolvingEntitiesDocumentBuilderFactory:newDocumentBuilder()
CVE-2013-4390,org.apache.sling:org.apache.sling.auth.core:1.0.0,org.apache.sling.auth.core.spi.AbstractAuthenticationFormServlet:getForm(javax.servlet.http.HttpServletRequest)
CVE-2020-1951,org.apache.tika:tika-parsers:1.22,"org.apache.tika.parser.image.PSDParser:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext);org.apache.tika.parser.image.PSDParser$ResourceBlock:<init>(java.io.InputStream)"
CVE-2021-21343,com.thoughtworks.xstream:xstream:1.3.1,"com.thoughtworks.xstream.XStream:setupMappers();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder)"
CVE-2013-5823,org.apache.santuario:xmlsec:1.5.8,"org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[],int,int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:reset();org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:expandSize(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[],int,int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:toByteArray();org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:<init>();org.apache.xml.security.utils.UnsyncByteArrayOutputStream:expandSize(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[]);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[])"
